Provincia,Partido,Localidad,Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,link,Latitud,Longitud,posee_conectividad
BUENOS AIRES,Escobar,Maquinista F. Savio (este),37480,SI,SI,NO,SI,NO,SI,SI,SI,SI,6252010,-34.3964888336318,-58.7629458829717,SI
BUENOS AIRES,Escobar,Matheu,16903,SI,SI,NO,SI,NO,SI,SI,SI,SI,6252010,-34.3688779666182,-58.8402291878847,SI
BUENOS AIRES,Escobar,Puerto Paraná,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,6252010,-34.2467,-58.7308,SI
BUENOS AIRES,Esteban Echeverría,9 De Abril,50116,SI,SI,SI,SI,NO,SI,SI,SI,SI,6260010,-34.7565075768115,-58.4902923509723,SI
BUENOS AIRES,Esteban Echeverría,Canning,7941,SI,SI,SI,SI,NO,SI,SI,SI,SI,6260010,-34.8849791351051,-58.4778099372334,SI
BUENOS AIRES,Esteban Echeverría,El Jagüel,60132,SI,SI,NO,SI,NO,SI,SI,SI,SI,6260010,-34.8304505041023,-58.494869419897,SI
BUENOS AIRES,Mar Chiquita,Camet Norte,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,,-37.8224325083139,-57.4974692762018,SI
BUENOS AIRES,Mar Chiquita,Coronel Vidal,6611,SI,NO,NO,NO,NO,SI,SI,SI,SI,6518010,-37.452214188593,-57.7299500229319,SI
BUENOS AIRES,Mar Chiquita,Frente Mar,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,,-37.857770246553,-57.5154242437478,SI
BUENOS AIRES,Mar Chiquita,General Pirán,2934,NO,NO,NO,NO,NO,SI,SI,SI,SI,6518020,-37.2778606745914,-57.7740148170475,SI
BUENOS AIRES,Mar Chiquita,La Armonía,172,NO,NO,NO,NO,NO,SI,NO,SI,SI,6518030,-37.774854850113,-57.6351210747907,SI
BUENOS AIRES,Mar Chiquita,La Baliza,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,,-37.7697388275396,-57.450820092514,SI
BUENOS AIRES,Mar Chiquita,La Caleta,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-37.7834384978567,-57.4647863685704,NO
BUENOS AIRES,Mar Chiquita,Mar Chiquita,487,NO,NO,SI,NO,NO,NO,SI,SI,SI,6518040,-37.7462581727647,-57.4274479339348,SI
BUENOS AIRES,Mar Chiquita,Mar de Cobo,760,NO,NO,SI,NO,NO,NO,SI,NO,NO,6518050,-37.7768000427976,-57.455658983424,SI
BUENOS AIRES,Mar Chiquita,Playa Dorada,0,NO,NO,NO,NO,NO,SI,NO,SI,SI,,-37.8730952780707,-57.5218898754931,SI
BUENOS AIRES,Mar Chiquita,Santa Clara del Mar,7713,SI,NO,NO,SI,NO,SI,NO,SI,SI,6518060,-37.834833606977,-57.5079487213859,SI
BUENOS AIRES,Mar Chiquita,Santa Elena,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-37.8649003626945,-57.5169016362882,NO
BUENOS AIRES,Mar Chiquita,Vivoratá,956,NO,NO,NO,NO,NO,NO,SI,SI,SI,6518070,-37.6627994476991,-57.6670967441538,SI
BUENOS AIRES,Marcos Paz,Barrio Santa Rosa,109,NO,NO,NO,NO,NO,NO,NO,NO,SI,6525010,-34.953080822173,-58.78292863718,SI
FORMOSA,Patiño,Fortín Sargento 1º Leyes,133,NO,NO,NO,NO,NO,SI,NO,NO,NO,34035070,-24.5503048524758,-59.390271557059,SI
FORMOSA,Patiño,Ibarreta,9429,SI,NO,NO,NO,SI,SI,SI,SI,SI,34035080,-25.2113191232301,-59.8570398440914,SI
BUENOS AIRES,Trenque Lauquen,30 de Agosto,4777,SI,SI,NO,SI,NO,NO,SI,SI,SI,6826040,-36.2779720057322,-62.5453088654651,SI
BUENOS AIRES,Trenque Lauquen,Berutti,1098,SI,NO,NO,SI,NO,NO,SI,SI,SI,6826010,-35.8580311359835,-62.5126328995628,SI
BUENOS AIRES,Trenque Lauquen,Girodias,161,NO,NO,NO,NO,NO,SI,SI,NO,NO,6826020,-36.367451804132,-62.3569660936558,SI
BUENOS AIRES,Trenque Lauquen,La Carreta,45,NO,NO,NO,NO,NO,SI,NO,NO,NO,6826030,-36.207576751709,-62.2386894226074,SI
BUENOS AIRES,Trenque Lauquen,Trenque Lauquen,33442,SI,SI,SI,SI,SI,SI,SI,SI,SI,6826050,-35.9746951559846,-62.7323099655579,SI
BUENOS AIRES,Trenque Lauquen,Trongé,23,NO,NO,NO,NO,NO,SI,NO,NO,NO,6826060,-36.4603092402658,-62.4871229040303,SI
BUENOS AIRES,Tres Arroyos,Balneario Orense,77,NO,NO,NO,NO,NO,NO,NO,SI,SI,6833010,-38.8079580951783,-59.7382989446997,SI
BUENOS AIRES,Tres Arroyos,Claromecó,2081,SI,NO,NO,SI,NO,SI,SI,NO,NO,6833020,-38.7973744243016,-60.107623035402,SI
BUENOS AIRES,Tres Arroyos,Copetonas,1017,NO,NO,NO,SI,NO,SI,SI,SI,SI,6833030,-38.7227403438549,-60.4519655195991,SI
BUENOS AIRES,Tres Arroyos,Dunamar,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,,-38.8586780962346,-60.0873319312173,SI
BUENOS AIRES,Tres Arroyos,Lin Calel,0,NO,NO,NO,NO,NO,SI,NO,NO,NO,6833040,-38.7081778337076,-60.2417246463467,SI
SAN LUIS,Libertador Grl. San Martín,Las Aguadas,100,NO,NO,NO,NO,NO,SI,NO,NO,NO,74063020,-32.3763580460128,-65.5012041382003,SI
SAN LUIS,Libertador Grl. San Martín,Las Chacras,176,NO,NO,NO,NO,SI,SI,NO,NO,NO,74063030,-32.5435132286539,-65.7446386901217,SI
CABA,COMUNA 08,VILLA RIACHUELO,14084,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.6918955269685,-58.4632519393435,SI
CORDOBA,Río Primero,Obispo Trejo,2420,NO,NO,NO,NO,NO,NO,NO,SI,SI,14105200,-30.7811924488335,-63.4130494343907,SI
CORDOBA,Río Primero,Piquillín,1347,SI,NO,NO,NO,NO,NO,SI,SI,SI,14105210,-31.2995844445842,-63.7591050718367,SI
CORDOBA,Río Primero,Plaza de Mercedes,67,NO,NO,NO,NO,NO,NO,NO,NO,NO,14105220,-30.9780514540426,-63.2596192028417,NO
CORDOBA,Río Primero,Pueblo Comechingones,287,NO,NO,NO,NO,NO,NO,SI,NO,SI,14105230,-31.1685485898925,-63.6075820921855,SI
CORDOBA,Río Primero,Río Primero,7044,SI,NO,NO,SI,NO,SI,SI,SI,SI,14105240,-31.3291838493004,-63.621866727412,SI
CORDOBA,Río Primero,Sagrada Familia,84,NO,NO,NO,NO,NO,NO,NO,NO,NO,14105250,-31.2897282303946,-63.445471703469,NO
CORDOBA,Río Primero,Santa Rosa de Río Primero,7761,SI,NO,NO,SI,NO,SI,SI,SI,SI,14105260,-31.1514772066717,-63.4015912555355,SI
CABA,COMUNA 14,PALERMO,225970,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.5738999836423,-58.4224364523189,SI
ENTRE RIOS,Paraná,Seguí,3695,NO,SI,NO,NO,SI,SI,SI,SI,SI,30084230,-31.9588750821276,-60.1269829104478,SI
ENTRE RIOS,Paraná,Sosa,495,NO,NO,NO,NO,NO,NO,SI,NO,NO,30084240,-31.7385742726697,-59.9115081436489,SI
ENTRE RIOS,Paraná,Tabossi,1322,NO,SI,NO,SI,NO,SI,SI,SI,SI,30084250,-31.8047077554997,-59.9379151601641,SI
ENTRE RIOS,Paraná,Tezanos Pintos,189,NO,NO,NO,NO,NO,NO,SI,NO,NO,30084260,-31.8735456198918,-60.4970235321194,SI
ENTRE RIOS,Paraná,Viale,9383,SI,SI,NO,SI,NO,SI,SI,SI,SI,30084270,-31.8714330822777,-60.0099225269048,SI
ENTRE RIOS,Paraná,Villa Fontana,160,NO,NO,NO,NO,NO,NO,SI,NO,SI,30084280,-31.908647496665,-60.468352081106,SI
ENTRE RIOS,Paraná,Villa Gobernador Luis F. Etchevehere,215,NO,NO,NO,NO,NO,NO,SI,NO,NO,30084290,-31.93428563973,-60.4279737732991,SI
CORDOBA,Río Primero,Villa Fontana,938,NO,NO,NO,SI,NO,SI,SI,NO,SI,14105270,-30.8940088267342,-63.1159181990178,SI
CORDOBA,Río Seco,Cerro Colorado,225,NO,NO,NO,NO,NO,SI,NO,SI,SI,14112010,-30.0960599330651,-63.9287731727735,SI
CORDOBA,Río Seco,Chañar Viejo,150,NO,NO,NO,NO,NO,NO,NO,NO,NO,14112020,-30.0139606979963,-63.8503752152119,NO
CORDOBA,Río Seco,Eufrasio Loza,166,NO,NO,NO,NO,NO,NO,NO,NO,NO,14112030,-29.9247226351086,-63.5889152129175,NO
CORDOBA,Río Seco,Gütemberg,542,NO,NO,NO,NO,NO,NO,NO,NO,NO,14112040,-29.7227092489555,-63.5149951918634,NO
CORDOBA,Río Seco,La Rinconada,106,NO,NO,NO,NO,NO,NO,NO,NO,SI,14112050,-30.1846537889428,-62.8301426342643,SI
CORDOBA,Río Seco,Los Hoyos,194,NO,NO,NO,NO,NO,NO,NO,NO,SI,14112060,-29.802434071812,-63.6273622842684,SI
CORDOBA,Río Seco,Puesto de Castro,166,NO,NO,NO,NO,NO,NO,NO,NO,NO,14112070,-30.2390823848323,-63.4916854103812,NO
CORDOBA,Río Seco,Rayo Cortado,675,NO,NO,NO,NO,NO,SI,NO,NO,NO,14112080,-30.0742593288829,-63.8249818238142,SI
CORDOBA,Río Seco,San Pedro de Gütemberg,124,NO,NO,NO,NO,NO,NO,NO,NO,NO,14112090,-29.698228417088,-63.5610809474438,NO
CORDOBA,Río Seco,Santa Elena,219,NO,NO,NO,NO,NO,NO,NO,NO,SI,14112100,-30.1174756551011,-63.8438054710488,SI
CORDOBA,Río Seco,Sebastián Elcano,2481,NO,NO,NO,SI,NO,NO,SI,SI,SI,14112110,-30.1614462636479,-63.5934503863753,SI
CORDOBA,Río Seco,Villa Candelaria,246,NO,NO,NO,NO,NO,NO,NO,NO,NO,14112120,-29.8162963199276,-63.3548391354923,NO
CORDOBA,Río Seco,Villa de María,4648,NO,SI,NO,NO,NO,SI,SI,SI,SI,14112130,-29.9043583402484,-63.722318985926,SI
CORDOBA,Río Segundo,Calchín,2435,NO,SI,NO,NO,NO,SI,SI,SI,SI,14119010,-31.6679359912419,-63.2006870937546,SI
CORDOBA,Río Segundo,Calchín Oeste,759,NO,NO,NO,NO,NO,NO,SI,SI,SI,14119020,-31.8633868408967,-63.278168375262,SI
CORDOBA,Río Segundo,Capilla del Carmen,328,NO,SI,NO,NO,NO,SI,SI,NO,SI,14119030,-31.5081678166164,-63.3421354529106,SI
CORDOBA,Río Segundo,Carrilobo,1763,NO,SI,NO,NO,SI,SI,SI,SI,SI,14119040,-31.8716468802323,-63.1165074420857,SI
ENTRE RIOS,Paraná,Villa Urquiza,661,SI,NO,NO,NO,NO,NO,SI,SI,SI,30084300,-31.6507506100701,-60.3775855159669,SI
ENTRE RIOS,San Salvador,General Campos,2994,SI,NO,NO,NO,SI,SI,SI,NO,SI,30088010,-31.5246078338723,-58.4047735134447,SI
ENTRE RIOS,San Salvador,San Salvador,12733,SI,NO,NO,SI,NO,SI,SI,SI,SI,30088020,-31.6255225523021,-58.5040738167896,SI
ENTRE RIOS,Tala,Altamirano Sur,62,NO,NO,NO,NO,NO,NO,SI,NO,NO,30091010,-32.0888342815838,-59.1740705545307,SI
ENTRE RIOS,Tala,Durazno,294,SI,NO,NO,NO,NO,SI,SI,NO,NO,30091020,-31.9865854200416,-59.2804623070462,SI
ENTRE RIOS,Tala,Estación Arroyo Clé,119,NO,NO,NO,NO,NO,NO,NO,NO,NO,30091030,-32.6338905298532,-59.4016108911944,NO
ENTRE RIOS,Tala,Gobernador Echagüe,201,NO,NO,NO,NO,NO,NO,SI,NO,NO,30091040,-32.3933701328502,-59.2758886814116,SI
ENTRE RIOS,Tala,Gobernador Mansilla,2046,NO,NO,NO,NO,NO,SI,SI,SI,SI,30091050,-32.5464913620505,-59.3561472624329,SI
ENTRE RIOS,Tala,Gobernador Solá,491,NO,NO,NO,NO,NO,NO,NO,NO,SI,30091060,-32.3372059083888,-59.3710906213647,SI
ENTRE RIOS,Tala,Guardamonte,101,NO,NO,NO,NO,NO,NO,SI,NO,NO,30091070,-32.0826358698135,-59.3082772238093,SI
ENTRE RIOS,Tala,Las Guachas,66,NO,NO,NO,NO,NO,NO,NO,NO,NO,30091080,-32.4700075443165,-59.1726625031425,NO
ENTRE RIOS,Tala,Maciá,5870,NO,SI,NO,NO,NO,NO,SI,SI,SI,30091090,-32.1724413881098,-59.3986787086128,SI
ENTRE RIOS,Tala,Rosario del Tala,12801,SI,NO,NO,SI,NO,NO,SI,SI,SI,30091100,-32.3026339163322,-59.1445792095518,SI
ENTRE RIOS,Uruguay,1º de Mayo,696,NO,NO,NO,SI,NO,SI,SI,NO,NO,30098090,-32.2570116072534,-58.422728628517,SI
ENTRE RIOS,Uruguay,Basavilbaso,9485,SI,NO,NO,SI,NO,SI,SI,NO,SI,30098010,-32.3725729351065,-58.8785609437917,SI
ENTRE RIOS,Uruguay,Caseros,1948,SI,NO,NO,SI,SI,SI,SI,SI,SI,30098020,-32.4642772562474,-58.4780718727049,SI
MENDOZA,Godoy Cruz,SAN FRANCISCO DEL MONTE,0,NO,NO,NO,SI,NO,NO,NO,SI,SI,,-32.9301248190877,-68.8333388830804,SI
MENDOZA,Godoy Cruz,Villa Hipodromo,0,NO,NO,NO,SI,NO,NO,NO,SI,SI,,-32.9085519196216,-68.8709990197701,SI
MENDOZA,Godoy Cruz,Villa Marini,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,,-32.9368994348648,-68.8625261619583,SI
MENDOZA,Guaymallén,BERMEJO,0,NO,NO,NO,SI,NO,NO,NO,SI,SI,,-32.8674494392665,-68.8015983577909,SI
MENDOZA,Guaymallén,BUENA NUEVA,0,NO,NO,NO,SI,NO,NO,NO,SI,SI,,-32.887610360379,-68.7797113648865,SI
MENDOZA,Guaymallén,Capilla Del Rosario,0,NO,NO,NO,SI,NO,NO,NO,SI,SI,,-32.9057059086968,-68.7753107154796,SI
MENDOZA,Guaymallén,Colonia Segovia,4271,NO,NO,NO,NO,NO,NO,NO,SI,SI,50028010,-32.8445720739406,-68.7264015008637,SI
MENDOZA,Guaymallén,COLONIA SEGOVIA,0,NO,NO,NO,SI,NO,SI,NO,SI,SI,50028010,-32.8445720739406,-68.7264015008637,SI
MENDOZA,Guaymallén,DORREGO,0,NO,NO,NO,SI,NO,NO,NO,SI,SI,,-32.9079284079055,-68.8402487586896,SI
MENDOZA,Guaymallén,EL SAUCE,0,NO,NO,NO,SI,NO,NO,NO,SI,SI,,-32.866493937014,-68.7583334039687,SI
MENDOZA,Guaymallén,GENERAL BELGRANO,0,NO,NO,NO,SI,NO,NO,NO,SI,SI,,-32.8819026438146,-68.8087568548896,SI
MENDOZA,Guaymallén,Guaymallén,252618,SI,NO,SI,SI,NO,SI,SI,SI,SI,50028020,-32.8925289639529,-68.820068537927,SI
MENDOZA,Guaymallén,JESUS NAZARENO,0,NO,NO,NO,SI,NO,NO,NO,SI,SI,,-32.9208013873904,-68.7868066982545,SI
MENDOZA,Guaymallén,KILOMETRO 11 (GUAYMALLEN),0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-32.9207614727554,-68.7071185835279,NO
BUENOS AIRES,Tres De Febrero,Ciudad Jardín Lomas del Palomar,17794,SI,SI,NO,SI,NO,NO,SI,SI,SI,6840010,-34.5961197253917,-58.5965998962097,SI
BUENOS AIRES,Tres De Febrero,Ciudadela,73939,SI,SI,SI,SI,SI,SI,SI,SI,SI,6840010,-34.6326965166188,-58.5424067827037,SI
BUENOS AIRES,Tres De Febrero,El Libertador,15270,SI,SI,NO,SI,NO,NO,SI,SI,SI,6840010,-34.5564986200599,-58.622337837699,SI
BUENOS AIRES,Tres De Febrero,Jose Ingenieros,7300,SI,SI,NO,SI,NO,SI,SI,SI,SI,6840010,-34.6171528691842,-58.5342186326877,SI
BUENOS AIRES,Tres De Febrero,Loma Hermosa,18152,SI,SI,NO,SI,NO,NO,SI,SI,SI,6840010,-34.5684066633166,-58.603081885803,SI
BUENOS AIRES,Tres De Febrero,Martín Coronado,19326,SI,SI,NO,SI,NO,NO,SI,SI,SI,6840010,-34.5852038063892,-58.5918755543704,SI
BUENOS AIRES,Tres De Febrero,Pablo Podestá,12990,SI,SI,SI,SI,NO,SI,SI,SI,SI,6840010,-34.5758246152249,-58.6202497472316,SI
BUENOS AIRES,Tres De Febrero,Remedios De Escalada,11987,SI,SI,NO,SI,NO,SI,SI,SI,SI,6840010,-34.5705752444729,-58.620118067161,SI
MENDOZA,Guaymallén,La Primavera,189067,NO,NO,NO,SI,NO,SI,NO,NO,NO,50028030,-32.9212115151732,-68.6797682708562,SI
MENDOZA,Guaymallén,LAS CAÑAS,0,NO,NO,NO,SI,NO,NO,NO,SI,SI,,-32.9057702142765,-68.8263412149075,SI
MENDOZA,Guaymallén,Los Corralitos,942,SI,NO,SI,NO,SI,SI,SI,SI,SI,50028040,-32.8978664693342,-68.7059893326547,SI
MENDOZA,Guaymallén,PEDRO MOLINA,0,NO,NO,NO,SI,NO,NO,NO,SI,SI,,-32.8749826070419,-68.8287743942338,SI
MENDOZA,Guaymallén,Puente de Hierro,7524,SI,NO,SI,NO,NO,SI,SI,SI,SI,50028050,-32.8596996528436,-68.6889630695891,SI
MENDOZA,Guaymallén,RODEO DE LA CRUZ,0,NO,NO,NO,SI,SI,NO,NO,SI,SI,,-32.9233876380597,-68.7484037679985,SI
MENDOZA,Guaymallén,SAN FRANCISCO DEL MONTE,0,NO,NO,NO,SI,NO,NO,NO,SI,SI,,-32.9176425793206,-68.8127477726945,SI
MENDOZA,Guaymallén,San Jose,0,NO,NO,NO,SI,NO,NO,NO,SI,SI,,-32.887910080091,-68.8336077167937,SI
MENDOZA,Guaymallén,VILLA NUEVA,0,NO,NO,NO,SI,NO,NO,NO,SI,SI,,-32.9010420892697,-68.8031458310547,SI
MENDOZA,Junín,ALTO VERDE,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-33.15452764,-68.35591009,NO
MENDOZA,Junín,Ingeniero Giagnoni,594,SI,NO,SI,SI,NO,SI,SI,SI,SI,50035010,-33.1247748459194,-68.4208925887498,SI
MENDOZA,Junín,Junín,6324,SI,NO,SI,SI,SI,SI,SI,SI,SI,50035020,-33.1450869905894,-68.4921156012444,SI
MENDOZA,Junín,La Colonia,9403,NO,NO,NO,SI,NO,SI,NO,SI,SI,50035030,-33.0927994762934,-68.4874957269843,SI
MENDOZA,Junín,Los Barriales,4572,SI,NO,SI,NO,NO,SI,SI,SI,SI,50035040,-33.1010405156356,-68.567527971482,SI
RIO NEGRO,Adolfo Alsina,Guardia Mitre,856,NO,NO,NO,NO,SI,SI,SI,NO,SI,62007040,-40.4302951883973,-63.6719140103256,SI
RIO NEGRO,Adolfo Alsina,La Lobería,1,NO,NO,NO,NO,NO,NO,NO,NO,NO,62007050,-41.1541008885686,-63.1234800366544,NO
RIO NEGRO,Adolfo Alsina,Loteo Costa de Río,665,NO,NO,NO,NO,NO,NO,NO,NO,NO,62007060,-40.8722977227525,-62.9146635826372,NO
RIO NEGRO,Adolfo Alsina,Pozo Salado,5,NO,NO,NO,NO,NO,NO,NO,NO,NO,62007070,-41.0178488120515,-64.1403933053127,NO
RIO NEGRO,Adolfo Alsina,San Javier,530,NO,NO,NO,NO,SI,SI,SI,NO,NO,62007080,-40.7472509496074,-63.2646524967149,SI
RIO NEGRO,Adolfo Alsina,Viedma,52789,SI,SI,SI,SI,SI,SI,SI,SI,SI,62007090,-40.8093232712389,-62.9853203682712,SI
RIO NEGRO,Avellaneda,Barrio Unión,89,NO,NO,NO,NO,NO,NO,NO,NO,NO,62014010,-39.1585373145235,-66.1856066477135,NO
RIO NEGRO,Avellaneda,Chelforó,71,NO,NO,NO,NO,NO,NO,NO,NO,NO,62014020,-39.0881631155042,-66.5209546613811,NO
RIO NEGRO,Avellaneda,Chimpay,4025,NO,NO,NO,SI,SI,NO,NO,SI,SI,62014030,-39.1651527318617,-66.1447069274027,SI
RIO NEGRO,Avellaneda,Choele Choel,10146,SI,SI,SI,SI,SI,SI,SI,SI,SI,62014040,-39.2884543350453,-65.663280823108,SI
RIO NEGRO,Avellaneda,Coronel Belisle,1764,NO,SI,NO,SI,SI,SI,SI,SI,SI,62014050,-39.1858299915745,-65.9563191181266,SI
RIO NEGRO,Avellaneda,Darwin,1148,NO,SI,NO,SI,SI,SI,NO,NO,SI,62014060,-39.2026912901608,-65.7409172296959,SI
RIO NEGRO,Avellaneda,Lamarque,7686,NO,SI,SI,SI,SI,SI,SI,SI,SI,62014070,-39.4232652920959,-65.7014504976777,SI
RIO NEGRO,Avellaneda,Luis Beltrán,5603,NO,SI,SI,SI,SI,SI,SI,SI,SI,62014080,-39.3088800984468,-65.7648714193881,SI
RIO NEGRO,Avellaneda,Pomona,737,NO,SI,NO,NO,SI,SI,NO,SI,SI,62014090,-39.4841604573414,-65.6124600513947,SI
RIO NEGRO,Bariloche,Arelauquen,460,NO,NO,NO,NO,NO,NO,NO,SI,SI,62021005,-41.1700881080441,-71.3851119262238,SI
RIO NEGRO,Bariloche,Barrio El Pilar,521,NO,NO,NO,NO,NO,NO,NO,SI,SI,62021010,-41.1814203033089,-71.3493437707973,SI
RIO NEGRO,Bariloche,Colonia Suiza,150,NO,NO,NO,NO,NO,NO,NO,SI,SI,62021020,-41.0947497360429,-71.505527376881,SI
RIO NEGRO,Bariloche,El Bolsón,17061,SI,NO,NO,SI,SI,SI,SI,SI,SI,62021030,-41.9804859657332,-71.5336172136647,SI
RIO NEGRO,Bariloche,El Foyel,155,NO,NO,NO,NO,SI,NO,NO,SI,SI,62021040,-41.6571199223738,-71.4592776287102,SI
RIO NEGRO,Bariloche,Mallín Ahogado,65,NO,NO,NO,NO,NO,NO,NO,NO,NO,62021047,-41.8412736734112,-71.5091292986442,NO
RIO NEGRO,Bariloche,Rio Villegas,75,NO,NO,NO,NO,SI,SI,NO,NO,NO,62021050,-41.5822159155763,-71.5012934002795,SI
RIO NEGRO,Bariloche,San Carlos de Bariloche,109305,SI,SI,SI,SI,SI,SI,SI,SI,SI,62021060,-41.1369282850916,-71.2990645403113,SI
RIO NEGRO,Bariloche,Villa Campanario,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,,-41.0649702714092,-71.4726736795373,SI
RIO NEGRO,Bariloche,Villa Catedral,88,SI,NO,NO,NO,NO,NO,SI,SI,SI,62021080,-41.1666351264313,-71.4375745404969,SI
RIO NEGRO,Bariloche,Villa Llao Llao,0,SI,NO,NO,NO,NO,NO,SI,SI,SI,,-41.0697604387258,-71.5396513534561,SI
RIO NEGRO,Bariloche,Villa Los Coihues,1919,NO,NO,NO,NO,SI,NO,NO,SI,SI,62021100,-41.1575793746786,-71.4131558610974,SI
CORDOBA,Río Segundo,Río Segundo,19713,SI,NO,NO,SI,SI,SI,SI,SI,SI,14119190,-31.650153972407,-63.9118630162229,SI
CORDOBA,Río Segundo,Santiago Temple,2779,SI,SI,NO,NO,SI,SI,SI,SI,SI,14119200,-31.3871253007234,-63.4182078006181,SI
CORDOBA,Río Segundo,Villa del Rosario,15313,SI,SI,NO,NO,NO,SI,SI,SI,SI,14119210,-31.5540113344661,-63.5341489014562,SI
CORDOBA,San Alberto,Ambul,386,NO,NO,NO,NO,NO,NO,SI,SI,SI,14126010,-31.489683021508,-65.0566540377037,SI
CORDOBA,San Alberto,Arroyo Los Patos,545,NO,SI,NO,NO,NO,SI,NO,NO,SI,14126020,-31.7500816583302,-65.004300188015,SI
CORDOBA,San Alberto,El Huayco,133,SI,NO,NO,NO,NO,SI,SI,NO,NO,14126030,-31.845848320458,-64.9560921756071,SI
CORDOBA,San Alberto,La Cortadera,10,NO,NO,NO,SI,NO,NO,NO,NO,NO,14126040,-31.668668399569,-65.37239422356,SI
CORDOBA,San Alberto,Las Calles,320,NO,NO,NO,SI,NO,SI,SI,NO,NO,14126050,-31.8206855464004,-64.9717608825205,SI
CORDOBA,San Alberto,Las Oscuras,7,NO,NO,NO,NO,NO,NO,NO,NO,NO,14126060,-31.6633718662216,-65.3190950145101,NO
CORDOBA,San Alberto,Las Rabonas,591,NO,NO,NO,SI,NO,SI,NO,NO,NO,14126070,-31.8544494669466,-64.9870970596913,SI
CORDOBA,San Alberto,Los Callejones,483,NO,NO,NO,NO,NO,NO,NO,NO,NO,14126080,-31.9322689128265,-65.2330653421552,NO
CORDOBA,San Alberto,Mina Clavero,8487,SI,SI,NO,SI,NO,NO,SI,SI,SI,14126090,-31.7267843574619,-65.0055332639059,SI
CORDOBA,San Alberto,Mussi,21,NO,NO,NO,NO,NO,NO,NO,NO,NO,14126100,-31.4273241562001,-65.0756894821312,NO
CORDOBA,San Alberto,Nono,1198,SI,SI,NO,SI,NO,SI,SI,SI,SI,14126110,-31.795570031823,-65.0034036260171,SI
CORDOBA,San Alberto,Panaholma,136,NO,NO,NO,NO,NO,NO,NO,NO,SI,14126120,-31.626892878253,-65.058665894714,SI
SALTA,Santa Victoria,Santa Victoria,1151,NO,NO,NO,SI,SI,SI,NO,NO,NO,66161070,-22.2294615004585,-64.9503255468472,SI
SAN JUAN,25 de Mayo,Campo Afuera,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-31.4165329806484,-68.5316143378439,NO
SAN JUAN,25 de Mayo,El Encón,524,NO,NO,NO,NO,NO,NO,NO,NO,SI,70126010,-32.2163733476113,-67.793057098676,SI
SAN JUAN,25 de Mayo,La Chimbera,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-31.8505514541041,-68.309461754649,NO
SAN JUAN,25 de Mayo,Tupelí,1169,NO,NO,NO,NO,NO,SI,NO,NO,NO,70126020,-31.8390315742989,-68.3573941216943,SI
SAN JUAN,25 de Mayo,Villa Borjas,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-31.8100072529359,-68.3289623063813,NO
SAN JUAN,25 de Mayo,Villa Borjas - La Chimbera,5275,NO,NO,NO,NO,NO,SI,SI,NO,NO,70126030,-31.8100072529359,-68.3289623063813,SI
SAN JUAN,25 de Mayo,Villa El Tango,1367,NO,NO,NO,NO,NO,NO,NO,NO,NO,70126040,-31.763268918716,-68.2222966354108,NO
SAN JUAN,25 de Mayo,Villa Santa Rosa,3460,NO,NO,NO,NO,NO,SI,SI,SI,SI,70126050,-31.7448085385712,-68.3142412332522,SI
SAN JUAN,9 de Julio,9 de Julio,3484,NO,NO,NO,SI,SI,SI,SI,SI,SI,70063040,-31.669750919971,-68.3900416378963,SI
SAN JUAN,9 de Julio,Alto de Sierra,499,NO,NO,NO,NO,NO,NO,NO,SI,SI,70063010,-31.5551785871028,-68.4205987445022,SI
SAN JUAN,9 de Julio,Colonia Fiorito,384,NO,NO,NO,NO,NO,SI,NO,NO,NO,70063020,-31.5551785871028,-68.4205987445022,SI
SAN JUAN,9 de Julio,Las Chacritas,2760,NO,NO,NO,NO,NO,SI,NO,NO,SI,70063030,-31.5936417922213,-68.4077196718125,SI
SAN JUAN,Albardón,El Rincón,1252,SI,NO,SI,SI,NO,SI,SI,SI,SI,70007010,-31.4480943761332,-68.5425141343624,SI
SAN JUAN,Albardón,La Cañada,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-31.4475643930837,-68.4817213288378,NO
SAN JUAN,Albardón,Villa Ampacama,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,,-31.3864085743851,-68.4572411115084,NO
